flashcard_type,topic,question,answer,explanation,hint,ordering_steps_items.step_content,ordering_steps_items.correct_order
Concept/Theorem/Formula,8,Phát biểu định lý về tứ giác nội tiếp (dấu hiệu nhận biết chính).,Một tứ giác nội tiếp được một đường tròn khi và chỉ khi tổng hai góc đối diện của nó bằng 180°. (\(\angle A + \angle C = 180°\) và \(\angle B + \angle D = 180°\)).,Đây là tính chất và cũng là dấu hiệu nhận biết quan trọng nhất của tứ giác nội tiếp. Nó là cơ sở cho nhiều bài toán chứng minh hình học.,Tổng hai góc đối bằng bao nhiêu?,,
Concept/Theorem/Formula,8,Tâm của đường tròn nội tiếp tam giác được xác định như thế nào?,Tâm của đường tròn nội tiếp tam giác là giao điểm của ba đường phân giác trong của tam giác đó.,"Giao điểm của các đường phân giác cách đều ba cạnh của tam giác, và khoảng cách đó chính là bán kính của đường tròn nội tiếp.",Giao điểm của ba đường gì?,,
Concept/Theorem/Formula,8,"Trong một tam giác đều cạnh a, bán kính đường tròn ngoại tiếp (R) và nội tiếp (r) được tính như thế nào?","Trong tam giác đều, tâm đường tròn ngoại tiếp và nội tiếp trùng nhau và cũng là trọng tâm. 
- Bán kính đường tròn ngoại tiếp: \(R = \frac{2}{3} \cdot (đường cao) = \frac{2}{3} \cdot \frac{a\sqrt{3}}{2} = \frac{a\sqrt{3}}{3}\). 
- Bán kính đường tròn nội tiếp: \(r = \frac{1}{3} \cdot (đường cao) = \frac{1}{3} \cdot \frac{a\sqrt{3}}{2} = \frac{a\sqrt{3}}{6}\).",Các công thức này rất hữu ích và nên được ghi nhớ. Chúng cho thấy mối quan hệ R = 2r trong tam giác đều.,"Tâm trùng với trọng tâm, sử dụng tỉ lệ 2/3 và 1/3 của đường cao.",,
Concept/Theorem/Formula,8,Một hình thang có thể nội tiếp một đường tròn khi và chỉ khi nó là hình gì?,Một hình thang nội tiếp được một đường tròn khi và chỉ khi nó là một hình thang cân.,"Chứng minh: Nếu hình thang ABCD (AB//CD) nội tiếp, thì \(\angle C + \angle A = 180°\). Mà vì AB//CD nên \(\angle D + \angle A = 180°\). Suy ra \(\angle C = \angle D\), vậy nó là hình thang cân. Ngược lại, nếu là hình thang cân thì có thể chứng minh tổng hai góc đối bằng 180°.",Nghĩ về mối quan hệ giữa các góc của hình thang và điều kiện của tứ giác nội tiếp.,,
Fill in the Blank,8,"Cho tam giác ABC vuông tại A có AB = 6, AC = 8. Bán kính đường tròn ngoại tiếp tam giác ABC là ___.",5,"Cạnh huyền BC = \(\sqrt{6^2+8^2} = 10\). Bán kính đường tròn ngoại tiếp tam giác vuông bằng nửa cạnh huyền, R = 10/2 = 5.",Tâm đường tròn ngoại tiếp tam giác vuông nằm ở đâu?,,
Fill in the Blank,8,Cho tứ giác ABCD nội tiếp đường tròn. Nếu góc B = 75° thì góc D = ___ độ.,105,"Trong một tứ giác nội tiếp, tổng hai góc đối bằng 180°. Do đó, góc D = 180° - góc B = 180° - 75° = 105°.",Tổng hai góc đối của tứ giác nội tiếp là bao nhiêu?,,
Fill in the Blank,8,Tâm của đường tròn ngoại tiếp một tam giác là giao điểm của ba đường ___ của tam giác đó.,trung trực,"Giao điểm của ba đường trung trực cách đều ba đỉnh của tam giác, và khoảng cách đó chính là bán kính của đường tròn ngoại tiếp.",Đường nào chứa các điểm cách đều hai đầu mút của một đoạn thẳng?,,
Fill in the Blank,8,Cho hình vuông cạnh a. Bán kính đường tròn ngoại tiếp hình vuông đó là \(R = \frac{a\sqrt{2}}{___}\).,2,"Đường chéo của hình vuông là \(d = a\sqrt{2}\). Tâm đường tròn ngoại tiếp là giao điểm hai đường chéo, bán kính bằng nửa đường chéo.",Bán kính bằng một nửa đường chéo.,,
Fill in the Blank,8,"Cho tam giác ABC vuông tại A có AB=3, AC=4. Bán kính đường tròn nội tiếp tam giác ABC là ___.",1,Ta có BC=5. Diện tích S = (1/2)*3*4 = 6. Nửa chu vi p = (3+4+5)/2 = 6. Bán kính nội tiếp r = S/p = 6/6 = 1. Hoặc dùng công thức nhanh \(r = (AB+AC-BC)/2 = (3+4-5)/2 = 1\).,Sử dụng công thức S = pr hoặc \(r = (a+b-c)/2\).,,
Short Answer/Open-ended,8,"Cho tam giác ABC nhọn nội tiếp đường tròn (O). Các đường cao AD, BE, CF cắt nhau tại H. Chứng minh rằng tứ giác BFEC nội tiếp.","Xét tứ giác BFEC. Ta có \(\angle BFC = 90°\) (vì CF là đường cao) và \(\angle BEC = 90°\) (vì BE là đường cao). 
Do đó, hai đỉnh F và E cùng nhìn cạnh BC dưới một góc vuông. 
Suy ra tứ giác BFEC nội tiếp được trong một đường tròn (đường kính BC).","Đây là một bài toán chứng minh tứ giác nội tiếp rất cơ bản, sử dụng dấu hiệu 'hai đỉnh kề cùng nhìn một cạnh dưới một góc bằng nhau'.",Sử dụng dấu hiệu hai đỉnh kề cùng nhìn một cạnh.,,
Short Answer/Open-ended,8,"Cho đường tròn (O) và dây cung AB không qua tâm. Từ một điểm C trên cung lớn AB, kẻ dây CD vuông góc với AB tại H. Chứng minh rằng \(\angle ACD = \angle BCD\).","Đề bài có thể không chính xác. Nếu CD ⊥ AB, không chắc CD là phân giác. 
**Sửa lại đề cho đúng:** Kẻ đường kính CD vuông góc với AB tại H. Chứng minh CA = CB. 
**Lời giải:** Vì đường kính CD ⊥ dây AB nên CD đi qua điểm chính giữa của cung AB. Tức là cung AC = cung BC. Hai cung bằng nhau căng hai dây bằng nhau, suy ra CA = CB. Do đó tam giác ACB cân tại C.","Tính chất đường kính vuông góc với dây cung là một công cụ mạnh để chứng minh các yếu tố bằng nhau (cung, dây, góc).",Đường kính vuông góc với dây thì đi qua điểm chính giữa của cung.,,
Short Answer/Open-ended,8,Cho tam giác ABC nội tiếp đường tròn (O). Gọi H là trực tâm của tam giác. Kẻ đường kính AD. Chứng minh rằng tứ giác BHCD là hình bình hành.,"Ta có \(\angle ACD = 90°\) (góc nội tiếp chắn nửa đường tròn) ⇒ AC ⊥ CD. 
Lại có BH ⊥ AC (vì H là trực tâm). Suy ra BH // CD. 
Tương tự, \(\angle ABD = 90°\) ⇒ AB ⊥ BD. 
Lại có CH ⊥ AB. Suy ra CH // BD. 
Tứ giác BHCD có hai cặp cạnh đối song song nên là hình bình hành.",Đây là một bài toán kinh điển chứng minh mối liên hệ giữa trực tâm và đường tròn ngoại tiếp. Chìa khóa là sử dụng tính chất góc nội tiếp chắn nửa đường tròn và định nghĩa trực tâm.,Chứng minh BH // CD và CH // BD.,,
Short Answer/Open-ended,8,Cho hai đường tròn (O) và (O') cắt nhau tại A và B. Một cát tuyến qua A cắt (O) tại C và (O') tại D. Chứng minh rằng góc CBD có số đo không đổi khi cát tuyến quay quanh A.,"Trong (O), góc CBA không đổi (vì nó là góc nội tiếp chắn cung AB cố định). 
Trong (O'), góc DBA không đổi (vì nó là góc nội tiếp chắn cung AB cố định). 
Góc CBD = góc CBA + góc DBA. 
Vì góc CBA và góc DBA có số đo không đổi, nên tổng của chúng là góc CBD cũng có số đo không đổi.",Bài toán này cho thấy một tính chất hình học đẹp của hai đường tròn cắt nhau. Chìa khóa là nhận ra các góc nội tiếp chắn các cung cố định thì không đổi.,Hãy xem xét các góc nội tiếp chắn cung AB trong mỗi đường tròn.,,
Short Answer/Open-ended,8,Cho tam giác ABC cân tại A nội tiếp đường tròn (O). Chứng minh rằng AO ⊥ BC.,"Vì tam giác ABC cân tại A nên AB = AC. 
Trong đường tròn (O), hai dây bằng nhau căng hai cung bằng nhau, do đó cung AB = cung AC. 
Điểm A là điểm chính giữa của cung lớn BC. 
Đường thẳng nối tâm O với điểm chính giữa của một cung thì vuông góc với dây căng cung ấy. 
Do đó, AO ⊥ BC.","Bài toán này có nhiều cách chứng minh, nhưng cách sử dụng mối liên hệ giữa dây, cung và tâm là một cách trực tiếp và hiệu quả.",Chứng minh A là điểm chính giữa của cung BC.,,
Identify the Error,8,Tìm lỗi sai: Mọi hình chữ nhật đều nội tiếp được một đường tròn.,Không có lỗi sai. Đây là một khẳng định đúng. Tâm của đường tròn ngoại tiếp hình chữ nhật là giao điểm của hai đường chéo.,"Một tứ giác có tổng hai góc đối bằng 180° thì nội tiếp được. Hình chữ nhật có 4 góc vuông, nên tổng hai góc đối bất kỳ đều là 90°+90°=180°. Do đó mọi hình chữ nhật đều nội tiếp được.",Tổng hai góc đối của hình chữ nhật là bao nhiêu?,,
Identify the Error,8,Tìm lỗi sai: Cho tam giác ABC. Gọi I là giao điểm của hai đường phân giác của góc B và C. Kết luận: I là tâm đường tròn nội tiếp tam giác ABC.,"Lỗi sai ở kết luận vội vàng. I là giao điểm của hai đường phân giác thì nó cũng nằm trên đường phân giác thứ ba (tính chất đồng quy). Do đó, I là giao điểm của cả ba đường phân giác. Kết luận I là tâm đường tròn nội tiếp là đúng. Lập luận không sai.","Trong hình học, ba đường đồng quy (trung tuyến, phân giác, đường cao, trung trực) chỉ cần giao điểm của hai đường là đã xác định được điểm đặc biệt đó. Lập luận này là đúng.",Giao điểm của hai đường phân giác có nằm trên đường phân giác thứ ba không?,,
Identify the Error,8,"Tìm lỗi sai: Cho tứ giác ABCD có góc A = 80°, góc C = 100°. Suy ra tứ giác ABCD nội tiếp.","Lập luận không có lỗi sai. Vì tổng hai góc đối A và C là 80° + 100° = 180°, nên theo dấu hiệu nhận biết, tứ giác ABCD nội tiếp được trong một đường tròn.",Đây là ứng dụng trực tiếp của định lý về dấu hiệu nhận biết tứ giác nội tiếp. Lập luận là hoàn toàn chính xác.,Kiểm tra lại điều kiện để một tứ giác nội tiếp.,,
Identify the Error,8,Tìm lỗi sai: Cho tam giác ABC vuông tại A. Tâm đường tròn nội tiếp tam giác là trung điểm cạnh huyền BC.,"Lỗi sai: Nhầm lẫn giữa tâm đường tròn nội tiếp và tâm đường tròn ngoại tiếp. 
- Tâm đường tròn NGOẠI TIẾP tam giác vuông là trung điểm cạnh huyền. 
- Tâm đường tròn NỘI TIẾP là giao điểm ba đường phân giác trong.",Đây là sự nhầm lẫn cơ bản giữa hai loại đường tròn và hai loại tâm đặc biệt của tam giác. Cần phải phân biệt rõ ràng.,Tâm nội tiếp và tâm ngoại tiếp có trùng nhau không?,,
Identify the Error,8,Tìm lỗi sai: Mọi hình thoi đều nội tiếp được một đường tròn.,"Lỗi sai. Một hình thoi chỉ nội tiếp được một đường tròn nếu nó là hình vuông. 
Để hình thoi ABCD nội tiếp, ta cần có \(\angle A + \angle C = 180°\). Mà trong hình thoi \(\angle A = \angle C\), suy ra \(2\angle A = 180° \Rightarrow \angle A = 90°\). Hình thoi có một góc vuông là hình vuông.",Không phải tứ giác đặc biệt nào cũng nội tiếp được. Cần phải kiểm tra điều kiện tổng hai góc đối bằng 180°.,Hình thoi có tổng hai góc đối bằng 180° không?,,
What's the Next Step?,8,"Để chứng minh một điểm I là tâm đường tròn nội tiếp tam giác ABC, ta đã chứng minh được I là giao điểm của hai đường phân giác, ví dụ BI là phân giác góc B và CI là phân giác góc C. Bước tiếp theo để hoàn tất chứng minh là gì?","Không cần bước tiếp theo. Theo định nghĩa, giao điểm của hai đường phân giác trong của một tam giác chính là tâm đường tròn nội tiếp tam giác đó.","Do ba đường phân giác trong đồng quy, nên chỉ cần chứng minh một điểm là giao của hai đường là đủ để kết luận nó là tâm đường tròn nội tiếp.",Giao điểm của hai đường phân giác đã đủ để kết luận chưa?,,
What's the Next Step?,8,"Cho tam giác ABC nội tiếp (O). Tiếp tuyến tại A của (O) cắt đường thẳng BC tại M. Để chứng minh \(MA^2 = MB \cdot MC\), ta cần chứng minh hai tam giác đồng dạng. Bước tiếp theo là gì?",Xét hai tam giác: ΔMAB và ΔMCA.,"Hai tam giác này có chung góc M. Góc MAB là góc tạo bởi tiếp tuyến và dây cung, chắn cung AB. Góc MCA (hay góc C) là góc nội tiếp chắn cung AB. Do đó, góc MAB = góc MCA. Vậy ΔMAB ~ ΔMCA (g.g), từ đó suy ra tỉ lệ và hệ thức cần chứng minh.",Tìm hai tam giác có chung góc M và một cặp góc bằng nhau liên quan đến cung AB.,,
What's the Next Step?,8,"Để dựng đường tròn ngoại tiếp tam giác ABC, ta đã dựng đường trung trực d1 của cạnh AB. Bước tiếp theo là gì?","Dựng đường trung trực d2 của một cạnh khác, ví dụ cạnh BC. Giao điểm của d1 và d2 chính là tâm O của đường tròn ngoại tiếp.","Tâm đường tròn ngoại tiếp là giao điểm của ba đường trung trực. Do chúng đồng quy, ta chỉ cần dựng giao điểm của hai đường là đủ. Sau khi có tâm O, ta vẽ đường tròn tâm O bán kính OA (hoặc OB, OC).",Tâm đường tròn ngoại tiếp là giao của các đường gì?,,
What's the Next Step?,8,"Cho tứ giác ABCD nội tiếp (O). Gọi I là giao điểm của AC và BD. Để chứng minh \(IA \cdot IC = IB \cdot ID\), ta cần chứng minh hai tam giác đồng dạng. Bước tiếp theo là gì?",Xét hai tam giác ΔIAB và ΔIDC.,"Hai tam giác này có: 
- Góc AIB = góc DIC (đối đỉnh). 
- Góc IAB (hay CAB) = góc IDC (hay CDB) (hai góc nội tiếp cùng chắn cung BC). 
Do đó, ΔIAB ~ ΔIDC (g.g). Từ đó suy ra tỉ lệ \(\frac{IA}{ID} = \frac{IB}{IC}\) và nhân chéo ta được đpcm. (Phương tích của điểm I đối với đường tròn).",Tìm hai tam giác có cặp góc đối đỉnh và cặp góc nội tiếp cùng chắn một cung.,,
What's the Next Step?,8,"Cho hình vuông ABCD nội tiếp đường tròn (O;R). Để tính cạnh của hình vuông theo R, ta đã xét tam giác vuông AOB. Ta biết OA = OB = R. Bước tiếp theo là gì?",Nhận xét tam giác AOB là tam giác vuông cân tại O (vì hai đường chéo của hình vuông vuông góc với nhau). Sau đó dùng định lý Pytago để tính cạnh AB.,"Trong tam giác vuông cân AOB, ta có \(AB^2 = OA^2 + OB^2 = R^2 + R^2 = 2R^2\). Suy ra cạnh hình vuông \(AB = R\sqrt{2}\).",Hai đường chéo của hình vuông có tính chất gì?,,
What's the Next Step?,8,"Cho tam giác ABC nội tiếp (O). Kẻ đường kính AD. Gọi M là trung điểm của BC. Để chứng minh H, M, D thẳng hàng (với H là trực tâm), ta đã chứng minh được BHCD là hình bình hành. Bước tiếp theo là gì?",Sử dụng tính chất của hình bình hành: hai đường chéo cắt nhau tại trung điểm của mỗi đường.,"Vì BHCD là hình bình hành, nên đường chéo HD phải đi qua trung điểm của đường chéo BC. Mà M là trung điểm của BC, do đó H, M, D thẳng hàng. Đây là một kết quả quan trọng về đường thẳng Euler.","Trong hình bình hành BHCD, M là trung điểm của BC, vậy M có là trung điểm của HD không?",,
Ordering Steps,8,Sắp xếp các bước dựng đường tròn nội tiếp tam giác ABC.,"Đây là một phép dựng hình cơ bản, dựa trên việc xác định tâm và bán kính.","Quy trình dựng hình dựa trên định nghĩa: tâm là giao điểm các đường phân giác, bán kính là khoảng cách từ tâm đến một cạnh.","Tâm là giao của các đường phân giác, bán kính là khoảng cách từ tâm đến cạnh.",,
,,,,,,Dựng đường phân giác của góc B.,1
,,,,,,Dựng đường phân giác của góc C. Giao điểm của hai đường phân giác này là tâm I của đường tròn nội tiếp.,2
,,,,,,"Từ I, kẻ đường thẳng vuông góc với một cạnh, ví dụ cạnh BC, cắt BC tại H. Độ dài đoạn IH chính là bán kính r.",3
,,,,,,"Dựng đường tròn tâm I, bán kính r = IH. Đây là đường tròn nội tiếp tam giác ABC.",4
Ordering Steps,8,"Sắp xếp các bước chứng minh rằng trong một tứ giác nội tiếp, tích các đường chéo bằng tổng các tích của các cạnh đối (Định lý Ptolemy).","Đây là một chứng minh hình học kinh điển và khá phức tạp, sử dụng phương pháp dựng thêm hình phụ và tam giác đồng dạng.","Ý tưởng chính là dựng một điểm phụ trên đường chéo để tạo ra các cặp tam giác đồng dạng. Từ các tỉ lệ đồng dạng, ta thiết lập được các đẳng thức về độ dài, và cộng chúng lại sẽ cho ra định lý Ptolemy.",Bắt đầu bằng việc dựng điểm K trên AC sao cho góc ABK = góc DBC.,,
